area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,0,Kanakpura Road,2,Other,1207,2,2.0,79.9
Super built-up  Area,0,Varthur,2,Other,1140,2,3.0,55.5
Built-up  Area,0,Other,2,Other,1220,2,2.0,68.0
Plot  Area,0,Other,4,Other,3811,3,2.0,475.0
Super built-up  Area,0,Other,4,Other,3596,5,0.0,252.0
Built-up  Area,0,Sarjapur  Road,3,Other,1965,3,3.0,120.0
Built-up  Area,0,Koramangala,3,Other,1760,2,0.0,115.0
Super built-up  Area,3,Haralur Road,2,SNnia E,1225,2,1.0,70.0
Super built-up  Area,0,Marathahalli,2,Other,1075,2,2.0,52.43
Built-up  Area,0,Panathur,2,Other,1000,2,1.0,68.0
Super built-up  Area,0,Hennur Road,3,Other,1891,3,1.0,109.0
Super built-up  Area,0,Yelahanka,2,Other,1322,2,2.0,86.0
Plot  Area,0,Other,3,Other,1095,3,0.0,215.0
Built-up  Area,0,Bellandur,4,Other,3600,4,0.0,260.0
Super built-up  Area,0,Other,2,Other,1045,2,1.0,36.58
Super built-up  Area,0,Other,3,Other,1545,3,3.0,85.0
Super built-up  Area,0,Thanisandra,3,Other,1996,3,2.0,135.0
Super built-up  Area,0,Other,2,Other,1125,2,2.0,70.0
Super built-up  Area,4,Mysore Road,3,Other,1560,3,1.0,115.0
Super built-up  Area,0,Other,3,Other,2000,2,2.0,85.0
Built-up  Area,0,Other,4,Other,3100,4,2.0,310.0
Built-up  Area,0,Other,2,Other,780,2,1.0,35.0
Plot  Area,0,Other,2,Other,1350,2,1.0,110.0
Super built-up  Area,0,Sarjapur  Road,3,Adeatlm,2275,4,2.0,180.0
Super built-up  Area,0,Other,2,Other,1350,2,2.0,41.0
Super built-up  Area,0,Haralur Road,3,Other,1464,3,3.0,56.0
Super built-up  Area,0,Kanakpura Road,3,JRrnauv,1570,3,3.0,64.5
Super built-up  Area,0,Other,1,Other,708,1,0.0,28.32
Super built-up  Area,0,Sarjapur  Road,3,Other,1680,3,1.0,160.0
Super built-up  Area,0,Hoodi,2,Other,1400,2,1.0,82.0
Super built-up  Area,0,Bellandur,2,Other,1310,2,2.0,72.0
Built-up  Area,0,Other,6,Other,3300,6,3.0,165.0
Super built-up  Area,5,Electronics City Phase 1,2,Other,1175,2,1.0,57.0
Built-up  Area,0,Other,3,Other,1428,2,1.0,80.0
Plot  Area,0,Akshaya Nagar,4,Other,750,4,2.0,62.0
Super built-up  Area,0,Whitefield,4,Other,3252,4,3.0,280.0
Super built-up  Area,0,Haralur Road,2,Other,1194,2,2.0,46.0
Plot  Area,0,Other,8,Other,750,8,2.0,200.0
Super built-up  Area,6,8th Phase JP Nagar,2,Other,1080,2,2.0,35.0
Super built-up  Area,0,Other,3,Other,1200,2,1.0,68.0
Plot  Area,12,Whitefield,2,Other,1200,2,1.0,45.0
Plot  Area,0,Other,5,Other,1200,4,3.0,120.0
Built-up  Area,12,Other,3,Other,1320,2,1.0,38.13
Super built-up  Area,1,Other,3,Other,1842,3,2.0,115.0
Super built-up  Area,0,Other,2,Other,1146,2,3.0,55.0
Super built-up  Area,8,Rachenahalli,1,Other,440,1,1.0,28.0
Super built-up  Area,0,Other,2,Other,1048,2,3.0,50.0
Super built-up  Area,0,Thanisandra,3,Soitya ,1801,3,1.0,115.0
Super built-up  Area,3,Hennur Road,2,Puachal,1232,2,1.0,69.61
Super built-up  Area,0,Whitefield,2,Other,1150,2,2.0,90.0
Super built-up  Area,3,Other,3,Other,1868,3,1.0,120.0
Super built-up  Area,4,Other,3,Other,1445,2,2.0,47.1
Super built-up  Area,0,Other,3,Other,1466,2,3.0,140.0
Built-up  Area,0,Harlur,3,Other,1730,3,2.0,100.0
Super built-up  Area,12,JP Nagar,3,Other,3860,3,2.0,402.0
Super built-up  Area,0,Other,2,Other,1185,2,3.0,70.0
Built-up  Area,0,Yeshwanthpur,3,Other,3027,4,3.0,260.0
Built-up  Area,12,Whitefield,4,Other,2400,4,3.0,147.0
Built-up  Area,0,Other,2,Other,1185,2,1.0,49.0
Super built-up  Area,8,Other,2,Other,1150,2,2.0,49.0
Plot  Area,0,Other,5,Other,2000,4,2.0,180.0
Plot  Area,0,Other,6,Other,875,3,1.0,98.0
Super built-up  Area,0,Other,2,Other,1075,2,2.0,35.0
Super built-up  Area,0,Hebbal,3,Other,1760,3,2.0,123.0
Super built-up  Area,0,Banashankari,2,Other,1600,2,1.0,63.98
Plot  Area,0,Other,4,Other,910,4,1.0,140.0
Super built-up  Area,0,Haralur Road,2,Other,1000,2,1.0,78.0
Super built-up  Area,0,7th Phase JP Nagar,2,Other,1215,2,2.0,90.0
Super built-up  Area,0,Other,3,Other,1734,3,3.0,125.0
Super built-up  Area,0,Akshaya Nagar,2,Other,1280,2,1.0,60.0
Super built-up  Area,0,Rachenahalli,2,Other,1113,2,1.0,55.0
Super built-up  Area,0,Other,2,Other,1272,2,2.0,48.0
Built-up  Area,0,Other,3,Other,1240,3,2.0,41.0
Built-up  Area,0,Varthur,8,Other,704,8,3.0,92.0
Super built-up  Area,0,Yelahanka,2,Other,1100,2,1.0,70.0
Super built-up  Area,4,Other,2,Other,896,2,1.0,30.13
Super built-up  Area,0,Rachenahalli,4,Other,3657,5,2.0,220.0
Super built-up  Area,0,Other,2,Other,1200,2,0.0,35.0
Built-up  Area,0,Ramagondanahalli,4,Other,2800,4,3.0,155.0
Super built-up  Area,6,Hebbal,4,Raard B,2790,4,3.0,198.0
Built-up  Area,0,Other,3,Other,3500,3,2.0,198.0
Built-up  Area,0,Ramamurthy Nagar,3,Other,3600,3,2.0,150.0
Built-up  Area,0,Sarjapur,2,Other,1500,2,2.0,30.0
Plot  Area,0,Other,8,Other,1200,7,0.0,220.0
Super built-up  Area,0,Other,2,Other,1096,2,2.0,48.0
Built-up  Area,0,Other,2,Other,580,2,0.0,95.0
Super built-up  Area,0,Other,2,Other,1094,2,1.0,44.0
Super built-up  Area,0,Other,2,Other,1100,2,2.0,49.0
Super built-up  Area,0,Other,4,Other,2988,5,0.0,191.0
Super built-up  Area,9,Koramangala,4,Other,2503,6,2.0,325.0
Super built-up  Area,0,Nagarbhavi,2,Other,1145,2,2.0,40.0
Super built-up  Area,0,Rachenahalli,3,Other,1550,3,2.0,74.5
Super built-up  Area,0,Other,3,Other,1830,4,2.0,82.0
Super built-up  Area,12,Hoodi,3,Other,1746,3,3.0,84.95
Built-up  Area,0,Other,4,Other,1280,4,1.0,115.0
Super built-up  Area,8,Kengeri,2,Other,918,2,1.0,27.54
Super built-up  Area,7,Chandapura,1,SunceEs,645,1,1.0,16.45
Super built-up  Area,0,Other,3,Other,1305,2,1.0,60.0
Super built-up  Area,0,Thigalarapalya,2,Other,1207,2,2.0,62.0
Built-up  Area,0,Thanisandra,3,Soitya ,1678,3,2.0,125.0
Super built-up  Area,0,Other,2,Other,950,2,1.0,50.0
Plot  Area,0,Other,10,Other,1200,7,2.0,240.0
Super built-up  Area,2,Electronic City,2,GMown E,1070,2,1.0,55.0
Super built-up  Area,0,Other,3,Other,1732,3,2.0,92.0
Super built-up  Area,0,Other,3,Other,1639,2,1.0,40.98
Super built-up  Area,0,Marathahalli,2,Other,1360,2,1.0,103.0
Plot  Area,0,Other,4,Other,2592,4,2.0,250.0
Plot  Area,0,Other,3,Other,4470,3,2.0,700.0
Plot  Area,0,Other,5,Other,720,4,3.0,62.0
Super built-up  Area,0,Other,3,RothaVa,1656,3,2.0,150.0
Super built-up  Area,0,Sarjapur  Road,2,Other,985,2,1.0,49.0
Super built-up  Area,0,Other,3,Other,1999,3,2.0,135.0
Super built-up  Area,0,7th Phase JP Nagar,2,Other,1050,2,1.0,75.0
Super built-up  Area,0,Whitefield,3,Other,1440,2,2.0,64.0
Super built-up  Area,0,Other,3,Other,1600,2,2.0,160.0
Super built-up  Area,11,Ramagondanahalli,2,Other,1253,2,1.0,52.66
Plot  Area,0,Other,3,Other,1200,3,0.0,85.0
Super built-up  Area,0,Other,3,Other,1360,2,3.0,75.0
Super built-up  Area,0,Other,2,Other,1086,2,1.0,47.5
Super built-up  Area,0,Other,3,Other,1655,3,2.0,155.0
Plot  Area,2,Old Madras Road,4,Other,2600,4,2.0,260.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1418,2,2.0,78.0
Super built-up  Area,0,Other,2,Other,1270,2,2.0,100.0
Super built-up  Area,0,Begur Road,3,Dhalsh ,1410,2,3.0,52.17
Super built-up  Area,1,Other,2,Other,1150,2,1.0,74.0
Plot  Area,0,Ramamurthy Nagar,2,Other,600,3,2.0,45.0
Built-up  Area,0,Other,3,Other,1440,3,2.0,65.8
Plot  Area,0,Other,3,Other,1200,2,0.0,108.0
Super built-up  Area,0,Other,2,Other,1200,2,2.0,75.0
Super built-up  Area,0,Begur Road,3,Dhalsh ,1410,2,3.0,50.06
Plot  Area,0,Chandapura,4,Other,1200,5,2.0,92.0
Plot  Area,0,Jalahalli,3,Other,600,3,2.0,60.0
Built-up  Area,12,Whitefield,1,Other,624,1,1.0,35.0
Super built-up  Area,0,Electronic City,2,Other,1060,2,1.0,58.0
Super built-up  Area,12,Hebbal,4,Other,3960,5,3.0,386.0
Plot  Area,8,Whitefield,2,Other,1200,2,1.0,45.0
Plot  Area,0,Other,4,Other,1200,4,2.0,175.0
Built-up  Area,0,Sarjapur,4,Other,1917,3,0.0,60.0
Super built-up  Area,0,KR Puram,2,Other,950,2,1.0,40.0
Plot  Area,12,Other,2,Other,3040,2,1.0,48.0
Super built-up  Area,5,Other,3,Other,1250,3,1.0,50.0
Super built-up  Area,0,Other,2,Other,1235,2,2.0,60.0
Super built-up  Area,0,Budigere,1,PrityTr,722,1,0.0,46.0
Plot  Area,0,Kanakpura Road,4,Other,2775,3,1.0,165.0
Built-up  Area,0,Sarjapur  Road,2,Other,1200,2,1.0,93.0
Built-up  Area,0,Bannerghatta Road,3,Other,1400,3,2.0,68.0
Built-up  Area,0,Other,3,Other,1225,3,3.0,60.0
Super built-up  Area,0,Marathahalli,2,Other,1220,2,1.0,58.5
Super built-up  Area,0,Other,1,Other,705,1,1.0,52.5
Super built-up  Area,0,Other,3,Other,1880,3,2.0,94.36
Plot  Area,0,Yelahanka,2,Other,1200,2,1.0,70.0
Built-up  Area,0,Other,3,Other,1550,2,1.0,60.0
Super built-up  Area,0,Other,3,Other,1893,3,1.0,130.0
Super built-up  Area,0,Other,3,Other,1650,3,2.0,75.0
Built-up  Area,0,Other,2,Other,1113,2,2.0,46.0
Plot  Area,0,Other,2,Other,1500,2,0.0,203.0
Plot  Area,0,Other,9,Other,1800,9,1.0,180.0
Super built-up  Area,0,Sarjapur  Road,3,Other,1586,3,3.0,70.0
Plot  Area,0,Other,3,Other,4000,3,1.0,235.0
Super built-up  Area,0,Other,3,Other,1541,3,3.0,80.0
Super built-up  Area,12,Haralur Road,3,SNnia E,1830,3,2.0,101.0
Super built-up  Area,0,Other,2,Other,1200,2,2.0,48.0
Plot  Area,0,Other,3,Other,1800,2,0.0,72.0
Super built-up  Area,6,Other,2,Other,1015,2,1.0,40.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,GrrvaGr,1120,2,2.0,37.95
Super built-up  Area,12,Hoodi,1,GoAirej,706,1,1.0,48.24
Plot  Area,0,Other,4,Other,1350,4,2.0,85.0
Plot  Area,0,Other,6,Other,610,4,2.0,95.0
Plot  Area,0,Kanakpura Road,3,Other,1900,3,1.0,99.0
Plot  Area,0,Harlur,4,Other,1200,4,2.0,243.0
Built-up  Area,0,Other,4,Other,3000,5,3.0,150.0
Super built-up  Area,0,Bisuvanahalli,3,Prityel,1075,2,1.0,42.0
Super built-up  Area,7,Kanakpura Road,2,Other,1290,2,3.0,80.0
Super built-up  Area,0,Akshaya Nagar,2,Other,1200,2,1.0,50.0
Built-up  Area,0,Hormavu,2,Other,1150,2,1.0,53.11
Super built-up  Area,0,Uttarahalli,3,Other,1360,2,3.0,61.2
Carpet  Area,0,Other,9,Other,4500,9,2.0,500.0
Super built-up  Area,12,Other,2,Other,935,2,1.0,32.73
Super built-up  Area,0,Other,3,Other,1730,3,3.0,140.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1260,2,2.0,53.0
Built-up  Area,0,Other,6,Other,675,6,2.0,125.0
Plot  Area,0,Marathahalli,4,Other,4000,4,1.0,650.0
Super built-up  Area,0,Marathahalli,2,Other,950,2,1.0,45.68
Plot  Area,0,Other,2,Other,600,3,2.0,85.0
Built-up  Area,0,Other,5,Other,2500,5,2.0,120.0
Super built-up  Area,5,Other,4,Other,3216,5,2.0,300.0
Plot  Area,0,Other,6,Other,800,3,2.0,120.0
Super built-up  Area,0,Budigere,3,PrityTr,1991,4,2.0,88.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1115,2,1.0,60.0
Super built-up  Area,0,Koramangala,3,Other,1900,3,3.0,150.0
Super built-up  Area,5,Whitefield,2,Other,1109,2,1.0,41.49
Super built-up  Area,0,Other,4,Other,2340,5,1.0,129.0
Plot  Area,0,Other,6,Other,1200,6,2.0,300.0
Plot  Area,0,Whitefield,4,Other,4356,5,1.0,850.0
Super built-up  Area,0,Other,2,Other,1005,2,1.0,43.0
Super built-up  Area,8,Kengeri,1,Other,416,1,1.0,19.5
Super built-up  Area,0,Other,2,Other,1394,2,1.0,100.0
Super built-up  Area,0,Harlur,3,Other,2138,3,2.0,110.0
Built-up  Area,0,Other,3,Other,1550,3,2.0,160.0
Super built-up  Area,0,Other,3,Other,1300,3,1.0,80.0
Super built-up  Area,0,Thanisandra,2,Bhmesy ,1265,2,2.0,82.0
Built-up  Area,0,Other,2,Other,1140,2,2.0,52.0
Carpet  Area,0,Other,2,Other,1050,2,3.0,40.0
Built-up  Area,0,Thanisandra,2,Other,1100,2,1.0,48.0
Super built-up  Area,5,Varthur,2,Other,1012,2,1.0,59.0
Plot  Area,5,Varthur,4,Other,1600,4,3.0,112.0
Super built-up  Area,0,Yelahanka,2,Other,1326,2,2.0,57.0
Built-up  Area,0,Other,3,Other,1654,2,3.0,85.0
Plot  Area,0,Other,3,Other,1705,2,1.0,290.0
Super built-up  Area,0,Other,2,Other,1070,2,1.0,42.8
Super built-up  Area,0,Whitefield,3,Other,1700,3,2.0,95.0
Carpet  Area,12,Other,2,Rosha I,910,2,1.0,80.64
Super built-up  Area,0,Other,2,Other,1140,2,2.0,50.66
Plot  Area,0,Whitefield,4,Other,4960,4,3.0,400.0
Super built-up  Area,8,Other,3,Other,2254,3,2.0,170.0
Super built-up  Area,3,Other,2,Other,945,2,1.0,47.0
Super built-up  Area,8,Begur Road,4,Other,2462,6,2.0,150.0
Plot  Area,0,Other,3,Other,1350,3,0.0,240.0
Super built-up  Area,12,Marathahalli,1,Other,615,1,1.0,44.0
Plot  Area,0,Ramamurthy Nagar,2,Other,1110,2,0.0,65.0
Super built-up  Area,3,Haralur Road,1,SNnia E,575,1,1.0,88.0
Super built-up  Area,7,Electronic City,2,GMown E,1025,2,1.0,54.1
Built-up  Area,0,Other,3,Other,1758,3,2.0,95.0
Super built-up  Area,12,Other,4,Other,3179,5,3.0,351.0
Super built-up  Area,0,Other,3,Other,1342,3,3.0,92.0
Super built-up  Area,0,Other,3,Other,1800,3,2.0,85.0
Built-up  Area,2,Whitefield,4,Other,2928,4,3.0,198.0
Built-up  Area,0,Other,2,Other,1140,2,3.0,32.0
Super built-up  Area,7,Raja Rajeshwari Nagar,2,Other,1608,2,2.0,85.0
Super built-up  Area,0,Other,3,Other,1645,2,2.0,82.0
Super built-up  Area,12,Ramamurthy Nagar,3,Other,1410,2,1.0,56.4
Super built-up  Area,0,Harlur,2,Other,1200,2,2.0,52.0
Super built-up  Area,6,8th Phase JP Nagar,3,Other,1275,2,2.0,41.5
Built-up  Area,0,Other,4,Other,3800,4,2.0,600.0
Super built-up  Area,0,Other,3,Other,909,2,1.0,40.0
Built-up  Area,0,Other,2,Other,1200,3,0.0,85.0
Super built-up  Area,0,Other,2,Other,1080,2,2.0,73.0
Plot  Area,0,Other,2,Other,1200,2,1.0,34.0
Super built-up  Area,5,Akshaya Nagar,2,Other,1092,2,1.0,60.0
Super built-up  Area,0,Jalahalli,3,Other,1932,4,3.0,135.0
Super built-up  Area,0,KR Puram,2,Other,1156,2,1.0,72.0
Super built-up  Area,0,Bellandur,2,Other,924,2,2.0,35.11
Super built-up  Area,0,Other,2,Other,1330,2,1.0,75.0
Super built-up  Area,4,Thanisandra,3,Bhmesy ,1917,4,2.0,113.0
Super built-up  Area,9,Chandapura,2,SunceEs,985,2,1.0,25.12
Plot  Area,0,Other,6,Other,2400,6,2.0,408.0
Plot  Area,0,Other,4,Other,1800,5,2.0,500.0
Plot  Area,0,Other,2,Other,1290,1,0.0,225.0
Super built-up  Area,6,Other,1,Other,655,1,1.0,53.0
Built-up  Area,0,Other,3,Other,1800,3,3.0,140.0
Built-up  Area,0,Other,4,Other,1360,2,2.0,45.0
Super built-up  Area,0,Bellandur,3,Other,1785,3,3.0,118.0
Super built-up  Area,0,Other,7,Other,4000,7,2.0,130.0
Super built-up  Area,6,Hebbal,3,Raard B,1645,3,2.0,120.0
Super built-up  Area,0,Other,2,Other,1235,2,2.0,63.0
Plot  Area,0,Other,2,Other,900,2,0.0,48.0
Super built-up  Area,0,Thanisandra,1,Other,662,1,1.0,42.0
Plot  Area,0,TC Palaya,5,Other,1440,5,1.0,100.0
Super built-up  Area,12,Whitefield,2,Other,1215,2,1.0,62.0
Super built-up  Area,0,Bisuvanahalli,2,Prityel,845,2,1.0,37.0
Super built-up  Area,0,Sarjapur  Road,3,Other,1525,2,2.0,87.0
Built-up  Area,0,Other,2,Other,1000,2,2.0,48.0
Super built-up  Area,12,Hebbal,3,Other,1255,2,1.0,90.0
Super built-up  Area,0,Mysore Road,3,Other,1560,3,2.0,120.0
Built-up  Area,0,Kasavanhalli,3,Other,2100,3,3.0,110.0
Super built-up  Area,0,Other,3,Other,1620,2,2.0,85.0
Super built-up  Area,0,Marathahalli,3,Other,1595,3,2.0,90.0
Super built-up  Area,5,Other,2,Other,1095,2,2.0,38.52
Built-up  Area,0,Other,2,Other,835,2,0.0,37.0
Super built-up  Area,10,Hennur Road,3,Other,2182,3,2.0,72.04
Super built-up  Area,0,Thigalarapalya,2,Other,1418,2,2.0,106.0
Super built-up  Area,4,Other,3,Other,1900,2,2.0,180.0
Super built-up  Area,9,Whitefield,3,Other,2700,5,2.0,175.0
Super built-up  Area,0,Other,2,Other,1070,2,1.0,48.0
Plot  Area,0,Ramamurthy Nagar,9,Other,2000,9,2.0,150.0
Plot  Area,0,Other,10+,Other,2400,10+,0.0,660.0
Super built-up  Area,12,Electronics City Phase 1,1,Other,755,1,1.0,42.41
Super built-up  Area,3,Hebbal,3,Raard B,1645,3,2.0,117.0
Plot  Area,0,Sarjapur,3,Other,2400,3,2.0,190.0
Super built-up  Area,7,Chandapura,1,SunceEs,645,1,1.0,16.45
Built-up  Area,3,Other,4,Other,3900,4,2.0,333.0
Plot  Area,0,Other,3,Other,2400,4,2.0,200.0
Plot  Area,0,Other,10,Other,2416,10,2.0,600.0
Built-up  Area,0,Electronics City Phase 1,2,Other,919,2,0.0,28.0
Super built-up  Area,0,Bannerghatta Road,3,Other,1725,3,2.0,110.0
Super built-up  Area,4,Sarjapur  Road,2,Other,1346,2,1.0,71.32
Built-up  Area,0,Electronic City Phase II,2,Other,1070,2,2.0,45.0
Super built-up  Area,0,Begur Road,2,Other,1225,2,1.0,35.52
Plot  Area,0,Other,6,Other,880,6,2.0,75.0
Built-up  Area,0,Other,1,Other,640,1,1.0,20.5
Super built-up  Area,0,Other,3,Other,1310,2,1.0,52.4
Super built-up  Area,0,Other,2,Other,1190,2,2.0,39.0
Super built-up  Area,0,Other,3,Other,1645,3,2.0,87.5
Super built-up  Area,0,Marathahalli,2,Other,1350,2,1.0,89.0
Super built-up  Area,0,Other,2,Prlla C,1404,2,1.0,68.8
Super built-up  Area,4,Electronic City,3,Other,1105,2,1.0,35.0
Super built-up  Area,12,Kanakpura Road,2,PrarePa,900,2,1.0,41.0
Plot  Area,0,Other,4,Other,1650,4,3.0,320.0
Super built-up  Area,0,Other,2,Other,1100,2,1.0,41.15
Built-up  Area,0,Thanisandra,4,Other,2100,4,1.0,95.0
Super built-up  Area,5,Thanisandra,3,Bhmesy ,1948,3,2.0,130.0
Super built-up  Area,0,Other,3,Other,1464,3,2.0,56.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,Other,1210,2,2.0,45.0
Built-up  Area,0,Yelahanka,5,Other,4000,5,2.0,220.0
Super built-up  Area,0,Other,2,Other,1252,2,2.0,55.0
Plot  Area,0,Nagarbhavi,5,Other,1200,4,3.0,240.0
Super built-up  Area,0,Sarjapur  Road,5,Other,3905,7,2.0,290.0
Super built-up  Area,0,Other,3,Other,2600,3,2.0,140.0
Super built-up  Area,0,7th Phase JP Nagar,3,Other,1300,3,2.0,89.13
Super built-up  Area,0,7th Phase JP Nagar,2,Other,1130,2,2.0,73.0
Plot  Area,0,Budigere,4,Other,1200,3,0.0,135.0
Built-up  Area,0,Thanisandra,3,Soitya ,1690,3,2.0,125.0
Built-up  Area,0,Other,3,Other,4500,4,2.0,360.0
Super built-up  Area,0,Other,2,Other,950,2,1.0,60.0
Super built-up  Area,0,Marathahalli,2,Other,1020,2,1.0,57.0
Built-up  Area,12,Other,4,Other,2107,4,3.0,95.0
Super built-up  Area,0,Marathahalli,3,Other,1735,3,2.0,72.0
Built-up  Area,0,Sarjapur  Road,2,Other,915,2,2.0,37.0
Super built-up  Area,0,Other,3,Other,1450,3,3.0,68.0
Super built-up  Area,0,Thigalarapalya,3,Prtanha,2215,4,2.0,156.0
Super built-up  Area,0,Other,3,Other,2431,3,1.0,100.0
Super built-up  Area,8,Hennur Road,3,Puachal,1804,3,2.0,102.0
Super built-up  Area,4,Marathahalli,2,Other,1600,3,2.0,88.0
Super built-up  Area,0,Uttarahalli,2,Other,1280,2,2.0,75.0
Super built-up  Area,12,Hebbal,3,Other,1255,3,2.0,77.68
Super built-up  Area,0,Koramangala,2,Other,1320,2,1.0,150.0
Super built-up  Area,0,Hoodi,2,Other,1257,2,1.0,69.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,GrrvaGr,1240,2,1.0,53.27
Plot  Area,0,Other,4,Other,1200,4,2.0,240.0
Plot  Area,0,Bannerghatta Road,6,Other,1850,6,3.0,150.0
Super built-up  Area,0,Hulimavu,2,Other,1255,2,3.0,66.0
Super built-up  Area,0,Other,2,Other,870,2,2.0,36.0
Super built-up  Area,0,Other,3,Other,1789,3,2.0,98.0
Plot  Area,0,Other,6,Other,800,6,2.0,110.0
Super built-up  Area,0,Electronic City,2,Other,660,1,1.0,18.0
Plot  Area,0,Other,3,Other,600,3,1.0,54.0
Super built-up  Area,0,Other,2,Other,1155,2,3.0,56.0
Super built-up  Area,0,Other,2,Other,1235,2,2.0,65.0
Plot  Area,0,Yelahanka,4,Other,2675,4,2.0,140.0
Super built-up  Area,0,Other,2,Other,1025,2,2.0,50.0
Built-up  Area,0,Raja Rajeshwari Nagar,3,Other,1395,2,2.0,72.0
Super built-up  Area,0,Rachenahalli,3,Other,1530,2,2.0,74.4
Super built-up  Area,0,Other,3,Other,1252,2,1.0,71.0
Super built-up  Area,8,Hennur Road,2,Other,1081,2,1.0,30.27
Super built-up  Area,0,Haralur Road,3,Other,1255,3,1.0,130.0
Super built-up  Area,0,Other,4,Other,2062,3,2.0,150.0
Super built-up  Area,0,Other,3,Other,1220,3,2.0,56.0
Built-up  Area,0,Jigani,3,Other,1408,2,0.0,55.0
Super built-up  Area,0,Bisuvanahalli,3,Prityel,1180,2,1.0,60.0
Super built-up  Area,0,Sarjapur  Road,1,Other,715,1,2.0,29.0
Super built-up  Area,0,Sarjapur  Road,2,Other,1230,2,3.0,94.5
Super built-up  Area,0,Kaggadasapura,2,Other,1035,2,2.0,45.5
Super built-up  Area,0,Other,4,Other,3360,5,0.0,225.0
Super built-up  Area,0,Other,3,Other,1300,3,2.0,77.99
Super built-up  Area,2,Kanakpura Road,3,PrarePa,1100,3,1.0,52.97
Super built-up  Area,0,Whitefield,2,Prtates,1216,2,1.0,84.0
Super built-up  Area,8,Other,2,Other,1450,2,3.0,62.63
Super built-up  Area,0,Other,1,Other,705,1,1.0,57.0
Super built-up  Area,0,Other,3,Other,1385,3,2.0,64.0
Plot  Area,5,Other,2,Other,1200,2,1.0,36.1
Super built-up  Area,7,Electronic City Phase II,3,Sryalan,1310,2,1.0,32.75
Built-up  Area,0,Sarjapur  Road,2,Other,1043,2,1.0,39.5
Super built-up  Area,0,Koramangala,2,Other,1320,2,2.0,110.0
Super built-up  Area,0,Other,3,Other,1900,3,2.0,205.0
Super built-up  Area,0,Varthur,2,Other,1140,2,2.0,39.9
Built-up  Area,0,Other,2,Other,1100,2,1.0,45.0
Super built-up  Area,9,Hebbal,3,Other,1586,3,2.0,90.0
Super built-up  Area,8,Chandapura,2,SunceEs,975,2,1.0,24.86
Built-up  Area,0,Other,2,Other,1365,3,2.0,60.0
Super built-up  Area,12,Rajaji Nagar,2,Other,1263,2,0.0,107.0
Super built-up  Area,0,Begur Road,3,Dhalsh ,1565,2,2.0,59.76
Plot  Area,0,Other,3,Other,1163,3,2.0,180.0
Super built-up  Area,9,Whitefield,4,Prtates,2882,5,1.0,204.0
Super built-up  Area,0,Hennur Road,3,Other,2320,3,2.0,170.0
Built-up  Area,0,Sarjapur  Road,3,Other,1750,3,3.0,99.0
Super built-up  Area,0,Other,2,Other,1143,2,1.0,55.0
Super built-up  Area,0,Hennur Road,3,Other,1936,3,1.0,118.0
Super built-up  Area,0,Electronic City,2,Other,660,1,1.0,15.0
Super built-up  Area,0,Chandapura,2,Other,700,1,1.0,19.0
Super built-up  Area,0,Other,3,Other,1402,2,2.0,85.0
Built-up  Area,0,Hebbal,4,Other,4640,4,2.0,600.0
Super built-up  Area,0,Electronic City,2,Other,1000,2,2.0,41.0
Super built-up  Area,0,Other,2,Other,1000,2,1.0,35.0
Super built-up  Area,12,Other,2,Other,818,2,1.0,26.0
Built-up  Area,0,Other,4,Other,1680,3,0.0,135.0
Super built-up  Area,0,Other,4,Other,2422,3,2.0,150.0
Super built-up  Area,0,Other,2,Other,1145,2,2.0,100.0
Super built-up  Area,8,Chandapura,3,SunceEs,1190,2,2.0,30.35
Super built-up  Area,8,Sarjapur  Road,2,Other,1145,2,1.0,62.0
Super built-up  Area,0,Other,3,Other,1575,3,3.0,68.0
Super built-up  Area,0,Thanisandra,2,Other,1200,2,2.0,46.0
Super built-up  Area,0,Yelahanka,3,Other,1500,2,2.0,63.0
Built-up  Area,0,Ramamurthy Nagar,4,Other,2560,4,2.0,75.0
Super built-up  Area,0,Kothanur,3,Other,1583,3,3.0,76.1
Super built-up  Area,12,Kanakpura Road,2,PrarePa,700,2,1.0,34.98
Built-up  Area,0,Bannerghatta Road,2,Other,950,2,0.0,38.0
Super built-up  Area,0,Banashankari,2,Other,1041,2,1.0,36.44
Super built-up  Area,0,Other,2,Other,1085,2,1.0,70.0
Super built-up  Area,8,Other,2,Other,1070,2,2.0,37.0
Super built-up  Area,0,Raja Rajeshwari Nagar,2,Other,1165,2,1.0,45.0
Built-up  Area,0,Other,2,Other,1000,2,1.0,35.0
Super built-up  Area,12,Other,2,Other,1169,2,1.0,64.0
Built-up  Area,0,Other,4,Other,1150,4,1.0,110.0
Super built-up  Area,0,Whitefield,3,Other,1840,3,2.0,140.0
